articleId,Recommendation 1,Recommendation 2,Recommendation 3,Recommendation 4,Recommendation 5
-8858741052589364245,-4864344772765973009,-1249436522568155938,8233465999590288609,215332765550420709,1805789466376069146
-8854146354650101086,5028081187109329892,-205193648629294862,-634395794651424614,-7484960773951920439,-7002558676365724983
-8819557474068526071,-7876497512693688413,-2976309714446243509,-5756697018315640725,-6308850935767965758,7351002593233940239
-8815620240581422908,8298709454703868984,-6151852268067518688,8968837261991914049,3293246847422795557,4479576054067772847
-8813724423497152538,-5043294260151549400,4717008760225392411,7459643459148487877,4909630283317268181,-3285397592982852407
-8801071115335368509,8871666435351703640,-788035419968530567,1012456848389051365,-5843518165523212471,-5702535287667979261
-8800029253812071912,-3387298624573211014,6669026579073415958,-844797936291539016,-8286289711960957081,962287586799267519
-8797444257711529901,5779887740609126631,123378787151399958,4161491675236615151,6341647533150019811,-5037827401452845772
-8796191278504623694,8886002764685330098,-3759596852696130492,-4089455027188314262,6255978182562760059,8651615486877503655
-8781597910014596432,231281690254211527,-5088157426675091741,-2405892683303291957,-7009536306337650657,123378787151399958
-8773118241761372618,2280365999288629014,7351002593233940239,-327208414896292296,-8734181034726403477,-6133746337603876146
-8771338872124599367,5779887740609126631,3367026768872537336,123378787151399958,6341647533150019811,1115750778137998115
-8763351865833452031,1829180586132834070,4273365516830385867,-1622037268576555626,-3870015206307768313,-4833307637594287163
-8762137947059829459,-7492067511846042603,-4084394822880420062,2271592336048425450,-8689798332822398451,5714874452041944640
-8757701761088346244,49177526672934036,-4798431998955209742,-5920475612630001479,2607211459879791691,-5602127731550819348
-8742648016180281673,-5843518165523212471,4563006651994272837,4815632823882298534,-4386371945374980231,484986956330644320
-8739701156093513292,4999440443052714243,4084131344684656470,4151147085496712967,-1564468014116140117,30461094217357731
-8734181034726403477,738761744030347929,-8962700386317589038,-6133746337603876146,809601605585939618,-7638840925036528150
-8728075196312712282,6576356408780336784,3547081132182529111,-645584250289067285,-6121430502305136434,-1313614305945895108
-8723568727518869245,-5434287697440336767,5745373608367143062,-9103776596534246502,1586004000405879970,3884256359744615997
-8723313435347324769,-1622037268576555626,-8512461968928613053,-3739000323288188282,-5578229678262992168,8120046881003900118
-8722526817358894474,833256912680066502,7004101889471761341,7400247075626691905,-6324550271415246022,-3697359635590244386
-8717945432162716060,7926736692763443624,-4503975842879662368,-5778988730475305016,7419040071212162906,8596997246990922861
-8706427875719844202,8836508987743809103,-4541461982704074404,8968837261991914049,8095004770374551394,2399228553079505025
-8704908797766843570,2788367348502337122,4247196691613374764,8259682769688682084,7616472242818646827,-7342604649736473979
-8700857105739861338,2323403245382926621,-7082978776831463151,-4833307637594287163,6831941111848480366,-4700714777342103147
-8689798332822398451,-4084394822880420062,-2855218766021441159,5714874452041944640,-7492067511846042603,511891900317865118
-8689461307495241608,7342707578347442862,-7033990154815318757,3149164017776669829,3035329611795434601,-7673844339521298105
-8686523832043452855,-504935756748713175,5232169374213306041,-1852234953549915446,-6016433871633244814,-6275771337261603227
-8681175158863587641,6015995473246774717,-7174595923544719736,-21036008762564671,667643281369196267,-5238066650780855302
-8680242653057858999,2399228553079505025,-3269885695260066314,3269302169678465882,-1917202688559171732,-993224631915984347
-8677396111092711799,-6468782714472551646,393734797767236089,-5011709367955107239,2870099478920706993,1012456848389051365
-8669770849634489893,-6124198068300347794,6754313450809254838,5930806521893160184,1981046186743381313,-8187220755213888616
-8658069499367979499,-9128741757954228992,-8947720860550700506,-4550355627706401135,7203367456821804602,-862645085190435621
-8657415528200615063,1468327003955810686,-3173020603774823976,-7992053163122498177,1649752043999819668,8473367604990946179
-8651474460024926245,-78422372027822130,-559964548932224920,123378787151399958,4313871021753084020,231281690254211527
-8641360668993633978,-6792965795755857419,-4049108709890217048,-5055745575969002313,-486686184692655504,7508152369854945139
-8635809464649679621,3548262914600772288,-339230353302835829,5779887740609126631,6341647533150019811,4161491675236615151
-8632408281960398473,-8632408281960398473,-6902744509271060072,-3469502952547705884,6059546463839992340,-5839185923562195912
-8627051188605351707,8712996026808754180,-4531029390350541169,-5488842573681626972,-6642751159620064055,2966083692047828770
-8618420761918493321,2271592336048425450,-3697359635590244386,2841458704671711663,-7492067511846042603,1805849336099641652
-8615957592921855596,-2329480295839698254,-3336755617029300430,-504935756748713175,-894273917655637623,-5464698687596686623
-8615008595949058842,4911701623098526999,6678691743269420670,3564394485543941353,5250363310227021277,-7126520323752764957
-8606063418076691067,2543311963908571128,4891010769166501207,5524888769622800245,-5729915270134094048,-6590064508646491981
-8591127493017117985,-4487024160266973763,-6772940823843058601,1117455951802655890,2051327203770554158,231281690254211527
-8587352636561360574,-387651900461462767,-7908990633460844158,-6851896696719147400,3437437537867086722,7529823674661315431
-8582642829303844420,2858969450431709251,-799315203186826480,-8189315446782327370,3980405883168341377,-2430153190648595765
-8578355592291788601,921770761777842242,8650916538290053756,4988225165850707692,-3267081294086663175,215332765550420709
-8535131855706279960,-3405516291669853723,-1606980109000976010,2050138727387005412,3662832673570108627,-1820269894165785259
-8531951303518498324,-8968101771604200516,231281690254211527,123378787151399958,4313871021753084020,6044362651232258738
-8529522981244750831,3035329611795434601,-6308850935767965758,8120046881003900118,8596997246990922861,1592600391233958243
-8526359231369823784,7286613907013366088,6040574489860277999,7469361608711738006,6858632230975272305,1981046186743381313
-8520302351158933500,3750772607644674028,-1006791494035379303,-3820497466351868775,-8939172344092554931,-7566966163569468290
-8518096793350810174,4460664691673874476,123378787151399958,-4386371945374980231,-5082274522455747241,-3699283667575074041
-8512859527034085078,4877833951599818487,5211673327552264703,4195778828921942020,1128840733277618400,-6005035774300213929
-8512461968928613053,8734156751308150579,-1101832997669013246,-1852324383183073754,-3870015206307768313,2250978527027854837
-8511291357261863413,2438237966002226084,-2976309714446243509,564282370384747453,-3363563881552061188,3880098804615440102
-8510490754427841940,-5953227649059336919,-326357109758599578,162771765556771108,4843782008053284888,2546657529517570876
-8508606815368130888,-3348458175249982599,3770082505811422124,-5843518165523212471,-7009536306337650657,-72844094766108869
-8508598439431879680,-8254222281357012124,-5691384416070374740,484986956330644320,-2323511129839590090,4313871021753084020
-8502883448980287228,-1762456938647577126,1964631817676172382,-518690781085251687,2531450382701518075,-115909536143817330
-8497895589300643949,-5238066650780855302,6754313450809254838,6377566860234930618,-8681175158863587641,-5002383425685129595
-8489944755890710748,5189107351987144723,2765063319512128208,-8449536481786923901,3799414975499163376,-1199490911632553070
-8480712303720557641,-7165716941095296287,5211673327552264703,4195778828921942020,4877833951599818487,-4760639635023250284
-8473322535064919980,-4571929941432664145,2220561310072186802,-8068727428160395745,-9128652074338368262,3269302169678465882
-8467102776052559275,-4754223659064624252,7534917347133949300,1469580151036142903,-6642751159620064055,2607211459879791691
-8464215556093549753,764116021156146784,2927476152522512441,-8412113620940365599,400125073514833994,5037221949349729844
-8460222552900599049,374352050712569304,-7009536306337650657,123378787151399958,4815632823882298534,-9105040345021932755
-8449536481786923901,2765063319512128208,-1199490911632553070,-7542498020532209188,-8489944755890710748,-7034660627992927630
-8445686000003509032,5745373608367143062,1586004000405879970,-4374331682165863764,3075564241645350154,5558603035498264655
-8427763028519233712,-8937070974333045193,-5154395767417065070,223316996491584050,-5736221996280340620,-4126288159365354498
-8426084422061984285,5189433264884433830,6984066580750577207,4916417766268744775,1137471872769164371,5270696484536580646
-8412113620940365599,764116021156146784,2927476152522512441,400125073514833994,5037221949349729844,734632752661830332
-8404657131309965885,-4487024160266973763,-1383778823073811714,-6772940823843058601,2051327203770554158,4757923412035174662
-8392586470872505716,8926889915100214784,-21036008762564671,-44082375822273498,-8194774279664546436,7606744605433799135
-8391512412740651574,2405689222645002684,9158289456544908688,4776828703162554224,3564394485543941353,-1051830303851697653
-8388400806941996172,-6893108632164641498,-1876558460087500339,4404314996867098682,-5920475612630001479,-1088742830039453732
-8381230866408697127,7932334249452694632,-5403733687257676872,-7666273193533605701,2709926970543371965,-5414889822782394955
-8377626164558006982,6766105865162331239,8120046881003900118,-6308850935767965758,-6765871608738223618,7424795099560672335
-8370744479086515302,5401376580769090495,-6761163882540291832,123378787151399958,204997192300542382,-4386371945374980231
-8369610219380465981,1356221992133852808,2608740049979127115,5658615529969625284,174707786647990372,-5078536505040226358
-8368414190009234878,1356221992133852808,1532206435917316688,-9041823059579281174,-7499831854130267106,-3792933059425955471
-8353590933060505654,-2547386150711652030,8637400873589298078,-7863574628164051955,6778168087818060600,-2940536914889279273
-8349788035147634450,2372438485070148864,6917508501173008954,-2144625344076628986,5239464617027010625,2736373711035411385
-8343581376353287618,-2167839778474325326,-8968101771604200516,-3548152957882579401,4563006651994272837,-6859363289291329827
-8340365043226490059,-5082274522455747241,-730957269757756529,123378787151399958,-6810702648836067504,1115750778137998115
-8314629309720421219,2171312647242674161,-115892576593938933,-3248233692182971167,-3299064309968644318,-945863510619496974
-8312968399134741370,626121253933491500,-8159730897893673528,5619251370090681244,-518690781085251687,4164212115654350513
-8311338126170554747,1440793148901830221,1544550983918141657,4746056663292225769,-5647324599703588252,-401664538366009049
-8294676699502353515,123378787151399958,-8968101771604200516,8856169137131817223,4313871021753084020,2639926854188906104
-8287402887944984163,8259682769688682084,6743199836219189414,-1564468014116140117,-8704908797766843570,4247196691613374764
-8286289711960957081,962287586799267519,-844797936291539016,-5395935973320542237,9207286802575546269,-277169424764188814
-8282357075607822317,-8282357075607822317,-1630229587164086350,-5014627593450767720,3575694866055127253,6384824828701919724
-8279505492976427918,966067567430037498,-6739959707791598779,-4615575698508618335,3294074907209583622,4843782008053284888
-8278633353687754322,-3864069617285644895,-6940923725353716164,2282385028752844581,2032007496318616962,-6739959707791598779
-8278375716950339547,7286613907013366088,4422997595777504091,-5361115220834660562,-7570652411388243006,-7051470020148066326
-8277924497842156608,5962268176939710955,2625883933130361261,-3404981437157985820,4625350031392752392,4548329563501022787
-8259953995965151136,-1596335233529956315,30461094217357731,6006800146436649545,-5086435085468197402,4372031182493802582
-8258529658421542282,8342423402350940832,4911701623098526999,-998818216447049475,428486625959995206,1328618437884612347
-8257579276626076787,215332765550420709,-4562218760600603086,5937899505996968869,2633209697262372913,-5238066650780855302
-8254222281357012124,4161491675236615151,123378787151399958,1496653703915349161,6044362651232258738,6341647533150019811
-8248141950199177506,3575694866055127253,-7130425546996181071,-3552937095886146934,6384824828701919724,7071371416976898441
-8245663037926520114,-7527881206365368,123378787151399958,5779887740609126631,-5082274522455747241,6341647533150019811
-8244000618837043328,-6761163882540291832,4909630283317268181,4313871021753084020,-5669503112960687520,-8968101771604200516
-8243488279185272615,4815632823882298534,7138108653908662095,457505998997890101,123378787151399958,2639926854188906104
-8239286201029609369,7532891417681708371,-5798690764728257756,-3739000323288188282,-3367778232969996503,2541499697677936774
-8222568914848295086,4786732753690611738,-3285620956704836473,-1557461511205521728,-6245524727898921842,6377566860234930618
-8208801367848627943,4981361987119307017,1920899299418335515,9217155070834564627,8596997246990922861,3149164017776669829
-8204817396973648779,3965818599169726564,5447580952505296338,1441248639512899483,-6590819806697898649,6658481071718074876
-8202212195240926680,-4218676349553328084,-8942026248671582808,-5179258585851879449,-5829979886567267504,-6340141548068597572
-8196748324041706598,-8992201526199201450,8115033558441775155,-7193893108516217330,-986193709330758766,-2097075598039554565
-8194774279664546436,7606744605433799135,-8900113512825364282,9113647036759476320,4369833742675497700,-4024778022934140027
-8193923078932592165,3706563147339457456,-1683903891018782242,-3059841990815099417,5558603035498264655,9056727675613132316
-8190931845319543363,7207307032404768106,-8068727428160395745,5258604889412591249,2220561310072186802,638282658987724754
-8189315446782327370,-799315203186826480,3980405883168341377,-6940659689413147290,4657430003888493310,4631867115963052211
-8187220755213888616,4139191914110236238,7255021292858609470,1981046186743381313,-7002558676365724983,4785499183287168509
-8167536150098135304,9215261273565326920,-5179565226573622983,809601605585939618,6304895356046683527,2280365999288629014
-8159730897893673528,-518690781085251687,626121253933491500,-1596335233529956315,-8312968399134741370,4164212115654350513
-8158171393641147845,491373795166252904,-2382583983070627054,-9089854794058353436,-1917202688559171732,-434149774629603391
-8149429101569453081,6045455576279706291,-7585525446062170144,-2487699318115820990,1999466695269209462,3041906492387035176
-8146108036639482450,-8968101771604200516,123378787151399958,1115750778137998115,4313871021753084020,-5082274522455747241
-8145607370067359341,-1483274517395674620,8243193415815549463,2788367348502337122,-8704908797766843570,6743199836219189414
-8142426490949346803,1283472251609674486,5447580952505296338,123378787151399958,6615662748793536194,-5843518165523212471
-8141818108252244664,-7009536306337650657,5779887740609126631,8869575677747285539,6341647533150019811,-8254222281357012124
-8123488152283046553,4338940510328721138,-6792965795755857419,-3061741807736367554,-9055044275358686874,-5115041394506292462
-8123434787655959885,-8068727428160395745,5258604889412591249,2220561310072186802,638282658987724754,-9033211547111606164
-8120372343967636100,5431399346444238856,-1573329182923097618,286115624311598644,-1418355038507506357,2867605706298498445
-8119612270825155371,-2405892683303291957,-3699283667575074041,-7009536306337650657,-8968101771604200516,231281690254211527
-8099709040471107382,-1861959619649725543,123378787151399958,-7726397374158219907,-5082274522455747241,6044362651232258738
-8099145207792678586,-3920984929373505016,7494490104520466117,4761910285123871012,-5997769775112032630,-5829402940194444779
-8085935119790093311,-532999578436827210,5847042211895226591,524776334673868069,-5253644367331262405,-2136400115854451336
-8083832514395551465,-1259410223376598430,-2059465483219605309,-456161980484814803,7181581805250416928,-8992201526199201450
-8068727428160395745,2220561310072186802,5250363310227021277,-7126520323752764957,5258604889412591249,638282658987724754
-8052188270551570124,484986956330644320,-2323511129839590090,-6859363289291329827,-8968101771604200516,3306277069425849869
-8047634385511625486,4991224059205503283,7071371416976898441,826748584447376099,7534917347133949300,-6642751159620064055
-8044741783031984918,-5973686110278905367,4911701623098526999,1286494666178127087,54678605145828343,3293246847422795557
-8043889175123948305,5779887740609126631,6341647533150019811,123378787151399958,4161491675236615151,1567984561327445971
-8041742992841055506,-3750301395521973493,5232169374213306041,-504935756748713175,-6056382045660082261,3687286164936910007
-8031358134051918098,90383487344892230,6947862790919978120,-4831310174172854034,-9190737901804729417,2244894675266276573
-8030181764663752939,4916417766268744775,1954991916791271993,-1449104782233586994,-659411840002799494,-6308850935767965758
-8026099268928087567,-1353560213232970946,-502840688786875793,-686679025328909441,6909761382991856804,1012456848389051365
-8025433077701076525,3541770362851368020,5847540986736720765,2870099478920706993,-2405892683303291957,393734797767236089
-8018192200278263695,6016376495317032228,1012456848389051365,-4386371945374980231,1158279435862414346,2870099478920706993
-8018088591294066196,-7009536306337650657,-2323511129839590090,484986956330644320,-9161596996229760398,4373020502739965726
-8009994379436553252,-434149774629603391,1058260959930395162,245828856632598563,-9089854794058353436,3064370296170038610
-8009527121402763559,-9128652074338368262,2399228553079505025,-3269885695260066314,1525988103928186217,-1917202688559171732
-7992053163122498177,-3173020603774823976,4788854083489560153,1649752043999819668,2930191803881821526,8473367604990946179
-7990179956144740367,-1606909838151129701,5293701842202310496,6941466664989793964,1981046186743381313,-7584037043735285197
-7986975759046428357,-8704908797766843570,4372031182493802582,6743199836219189414,-7342604649736473979,2788367348502337122
-7977868424702448788,1862503310075246782,-8968101771604200516,-7009536306337650657,-5088157426675091741,-2323511129839590090
-7959318068735027467,-2940536914889279273,8384349834972693428,-5791454671270548045,-1192619987285372590,-4068545238978420047
-7953698795259311774,374352050712569304,-5037827401452845772,-8254222281357012124,-6584408680441477889,1115750778137998115
-7926018713416777892,1266958185239582088,-1868297195590431285,2900029983899283273,2255603060224026824,-3810375613673461625
-7925445844362296966,-6875247493073242590,6236312923258954569,7965539599896143226,8659918766210334195,-1165347641456093580
-7908990633460844158,7529823674661315431,-5319401396891346003,-387651900461462767,5787934590133549357,-6851896696719147400
-7905002887579197656,-273156842634169039,-4944551138301474550,10247031220756478,-6564402465035266866,6377566860234930618
-7904267039294833672,-9089854794058353436,-434149774629603391,-993224631915984347,-9128652074338368262,3779639438468810958
-7900768082301348135,2645380860642118790,7446166231252589534,4084131344684656470,8494390949377713372,6754313450809254838
-7895534832212398576,-9089854794058353436,-434149774629603391,3609315114795782005,-1917202688559171732,3064370296170038610
-7891960098457323262,5979676385148714519,4657430003888493310,1433393829724383645,-6940659689413147290,8754824745136110042
-7891293130731329672,-3716447017462787559,-1557920564469956829,-2405892683303291957,-6359164149051198083,-4278025512576376201
-7879096649194981370,-538948733779286129,3999205546352981758,4877833951599818487,1805849336099641652,428486625959995206
-7876497512693688413,2607211459879791691,-8819557474068526071,1674373276159762025,7534917347133949300,-4754223659064624252
-7875485745277808506,-5690023155612846030,484986956330644320,-6603970730135147059,-7009536306337650657,-1425776303341065806
-7863574628164051955,8637400873589298078,-8353590933060505654,-2547386150711652030,-5253644367331262405,-2940536914889279273
-7862677531530632089,5998661158461710046,-5350793437550886525,4843782008053284888,162771765556771108,-5953227649059336919
-7838000919054582150,-4278025512576376201,-8254222281357012124,4161491675236615151,1577045425286888616,240943776326872028
-7833921387228274142,2474876390020567211,8729086959762650511,1403599387299754918,6075137928366965854,-5813211845057621660
-7826213337362450520,123378787151399958,-1297580205670251233,4815632823882298534,-7726397374158219907,1854874463930846880
-7820640624231356730,3880098804615440102,2857117417189640073,-6765871608738223618,564282370384747453,-1449104782233586994
-7814257818245609902,-1852234953549915446,-504935756748713175,4917926779066818777,9168028029170358424,-6016433871633244814
-7812176982819372240,8833747781388133494,1005751836898964351,-1138633255366005559,8869575677747285539,18738895644634365
-7809508238092432842,764116021156146784,400125073514833994,-96719740408441346,7251252752220327534,1881534532776527237
-7805090055463938263,484986956330644320,-8254222281357012124,-5691384416070374740,4313871021753084020,4815632823882298534
-7796858148829878756,-3758287970266820834,-1022885988494278200,-8314629309720421219,-5602127731550819348,8210960017870928723
-7780475830807410936,4991224059205503283,-7259527987837041658,-8717945432162716060,8748370453256790422,2546734694784514225
-7777013191403056825,1537717759622831344,-1892877682006771545,1805849336099641652,8353614127518545485,-3697359635590244386
-7766518409111702133,5817939718364925129,2628816849077589497,-9050450867630628092,7655627888058923987,-7442296890640709658
-7762049078455894395,957332268361319692,8886002764685330098,2317969739828155334,-3058031327323357308,5854206600849997966
-7732246497578572511,-169274570747753943,6049739262059615567,-8189315446782327370,-3581194288660477595,2359690284139785648
-7726397374158219907,123378787151399958,4313871021753084020,4815632823882298534,-5082274522455747241,-7009536306337650657
-7722236679806608274,2393972361498749268,7508152369854945139,-9192549002213406534,2250978527027854837,1805849336099641652
-7714713652743527644,-8254222281357012124,-6859363289291329827,-8968101771604200516,-2323511129839590090,-7009536306337650657
-7702672626132856079,4430356355587165611,5250363310227021277,-8068727428160395745,-7126520323752764957,5258604889412591249
-7691630854548349557,-8254222281357012124,123378787151399958,-5843518165523212471,-7481609677042800346,231281690254211527
-7685837606421530296,123378787151399958,-8254222281357012124,4815632823882298534,-2323511129839590090,-9105040345021932755
-7684863035595645318,6296126022971270017,4917926779066818777,-504935756748713175,-7814257818245609902,-6016433871633244814
-7681408188643141872,3035329611795434601,-5434287697440336767,-264519121623606417,-4833307637594287163,-1901742495252324928
-7673844339521298105,3035329611795434601,-6634868367571835312,-5204755921272353160,-7681408188643141872,3149164017776669829
-7666273193533605701,-5403733687257676872,-5414889822782394955,-2323511129839590090,-8968101771604200516,-6859363289291329827
